video,VLM_caption
scene_076.mp4,"In the video, the chimpanzees are engaging in a social interaction. One chimpanzee is walking towards the camera, while another is standing in the background. The chimpanzees appear to be moving through a forested area, which is typical of their natural habitat. The chimpanzees' behavior suggests they are exploring their surroundings or possibly searching for food. Chimpanzees are known for their complex social structures and behaviors, and this video captures a moment of their natural behavior in the wild."
scene_077.mp4,"In the video, the chimpanzees are engaged in a social interaction. One chimpanzee is sitting on the ground, while another is standing behind it. The standing chimpanzee appears to be engaging in a form of grooming or play behavior, possibly pulling on the sitting chimpanzee's hair or fur. This type of behavior is common among chimpanzees and can be a form of social bonding or play. The chimpanzees are in a natural forested environment, which is typical for their habitat."
scene_078.mp4,"In the video, we see a chimpanzee carrying a baby on its back as it walks through the forest. The chimpanzee is seen walking on all fours, with the baby securely held on its back. The baby is also walking on all fours, following closely behind the adult. The chimpanzee appears to be leading the way, with the baby following closely behind. The forest is dense with trees and foliage, and the chimpanzees seem to be moving through it with ease. The chimpanzee's movements are smooth and deliberate, and the baby seems to be comfortable and secure on its back. Overall, the video shows a mother chimpanzee"
scene_079.mp4,"In the video, we see a chimpanzee walking through the forest. The chimpanzee is carrying a baby chimpanzee in its mouth. The adult chimpanzee is using its hands to carry the baby, and it is walking on all fours. The adult chimpanzee is also carrying a stick in its mouth. The chimpanzees are walking through the forest, and the adult chimpanzee is carrying the baby in its mouth."
scene_080.mp4,"In the video, the chimpanzees are engaged in a foraging activity. They are seen digging through the ground, likely searching for food such as insects, roots, or small animals. The chimpanzees' behavior is characteristic of their natural foraging habits, where they use their hands and feet to explore the soil and vegetation for food sources. This activity is a crucial part of their diet and survival in the wild."
scene_081.mp4,"In the video, the chimpanzee is engaged in foraging behavior. It is seen walking through a forested area, likely searching for food. The chimpanzee is using its hands to explore the ground and possibly to pick up and examine objects. This behavior is typical of chimpanzees as they search for fruits, insects, and other food sources in their natural habitat. The chimpanzee's movements and the environment suggest it is in a natural, undisturbed forest setting."
scene_082.mp4,"In the video, we see a chimpanzee carrying a baby chimpanzee on its back. The adult chimpanzee is walking through the forest, and the baby is securely held in its arms. The adult chimpanzee appears to be taking care of the baby, possibly transporting it to a new location or providing protection. This behavior is typical of chimpanzees, as they are known to be social animals that form strong bonds within their family groups. The adult chimpanzee is likely the mother, and the baby is her offspring. The forest setting is also typical of chimpanzees, as they are arboreal animals that spend most of their time in"
scene_083.mp4,"In the video, a group of chimpanzees are seen walking through the jungle. One of the chimpanzees is carrying a baby on its back. The group then stops and starts playing with each other."
scene_084.mp4,"In the video, the chimpanzees are engaged in a playful activity. They are seen rolling around on the ground, which is a common behavior among chimpanzees. This activity can be a form of social play, which helps to strengthen bonds between individuals and can also be a way for them to release energy and stress. The chimpanzees are also seen interacting with each other, which is typical behavior for chimpanzees in their natural habitat."
scene_085.mp4,"In the video, the chimpanzee is seen climbing a tree and then hanging from a branch. It appears to be using its hands and feet to navigate the tree and reach for leaves. The chimpanzee is likely foraging for food, as chimpanzees are known to eat a variety of plant materials, including leaves, fruits, and flowers. The chimpanzee's behavior is typical of its natural habitat, where it spends a significant amount of time in trees and uses its agility and strength to move around and find food."
scene_086.mp4,"In the video, we see a chimpanzee walking through a forest. The chimpanzee is moving slowly and appears to be exploring its surroundings. It is walking on all fours, which is typical for chimpanzees when they are moving through the forest. The chimpanzee is also looking around, possibly searching for food or other chimpanzees. Overall, the chimpanzee seems to be engaged in typical foraging behavior, which is a common activity for chimpanzees in the wild."
scene_087.mp4,"In the video, the chimpanzee is seen walking through a forested area, likely searching for food. The chimpanzee is using its hands to forage for plants and possibly insects. This behavior is typical of chimpanzees in the wild, as they are omnivorous and rely on a variety of food sources to sustain themselves. The chimpanzee's movements are slow and deliberate, indicating that it is carefully examining its surroundings for potential food items. Overall, the video provides a glimpse into the natural behavior of chimpanzees in their habitat."
scene_088.mp4,"In the video, the chimpanzees are engaging in a form of play behavior. The adult chimpanzee is carrying a younger chimpanzee on its back, which is a common social interaction among chimpanzees. This type of behavior is often seen as a way for the adult to bond with the younger individual and to teach it social skills. The adult may also be providing the younger one with a sense of security and protection. The playful nature of this interaction suggests that it is a form of social play, which is important for the development of social skills and relationships within the group."
scene_089.mp4,"In the video, the chimpanzees are engaged in a social interaction. One chimpanzee is standing on its hind legs, which is a common behavior in chimpanzees when they are trying to establish dominance or show aggression. The other chimpanzee is sitting on the ground, possibly observing or waiting for its turn to interact. This behavior is typical of chimpanzees in their natural habitat, where they use body language and physical postures to communicate and assert their social status."
scene_090.mp4,"In the video, the chimpanzee is walking on all fours through a forested area. The chimpanzee appears to be moving at a steady pace, with its arms and legs supporting its weight as it traverses the ground. The forested environment suggests that the chimpanzee is in its natural habitat, where it would typically forage for food, socialize with other chimpanzees, or engage in other natural behaviors. The chimpanzee's posture and movement are characteristic of its species, which is known for its agility and adaptability in various terrains."
scene_091.mp4,"In the video, the chimpanzee is walking through a forested area. The chimpanzee appears to be moving at a steady pace, with its body slightly hunched forward. The forested area is characterized by dense vegetation, including trees, bushes, and undergrowth. The chimpanzee's movements suggest it is exploring its surroundings or searching for food. Chimpanzees are known for their agility and ability to navigate through dense forests, and they often use their sense of smell to locate food sources such as fruits, insects, and small animals."
scene_092.mp4,"In the video, a chimpanzee is seen walking through a forest. The chimpanzee appears to be moving at a steady pace, with its arms swinging naturally as it walks. The forest is dense with trees and undergrowth, providing a natural habitat for the chimpanzee. The chimpanzee's movements are smooth and deliberate, suggesting it is familiar with the terrain and comfortable in its surroundings. The video captures the chimpanzee's natural behavior in its natural environment, providing a glimpse into the life of these fascinating primates."
scene_093.mp4,"In the video, a chimpanzee is seen walking on its hind legs in a forested area. The chimpanzee is holding a stick in its mouth and appears to be exploring its surroundings. The forest is dense with trees and vegetation, and the ground is covered with leaves and dirt. The chimpanzee seems to be moving at a steady pace, and its posture suggests that it is comfortable walking on its hind legs. The chimpanzee's movements are fluid and natural, and it appears to be enjoying its time in the forest. Overall, the video captures a moment of a chimpanzee's natural behavior in its habitat."
scene_094.mp4,"In the video, we see a chimpanzee climbing a tree and then jumping from branch to branch. The chimpanzee is using its prehensile tail to help it navigate the tree. The chimpanzee is also seen eating leaves from the tree."
scene_095.mp4,"In the video, a chimpanzee is seen climbing a tree and holding a flower in its mouth. The chimpanzee appears to be exploring its surroundings and may be using the flower as a tool or for play. Chimpanzees are known for their intelligence and problem-solving abilities, and they often use objects in their environment to help them with various tasks. It is possible that the chimpanzee is using the flower to scratch itself or to interact with other chimpanzees in the area. Overall, the video provides a glimpse into the behavior and intelligence of these fascinating animals."
scene_096.mp4,"In the video, we see a chimpanzee climbing a tree in a forest. The chimpanzee starts by climbing up the tree, then climbs higher and higher until it reaches the top. Once at the top, the chimpanzee begins to swing from branch to branch, using its strong arms and legs to move around. The chimpanzee seems to be exploring its surroundings, possibly looking for food or simply enjoying the view from the top of the tree. Overall, the video captures the chimpanzee's natural behavior and showcases its impressive climbing abilities."
scene_097.mp4,"In the video, a group of chimpanzees are seen walking down a dirt path in the woods. One of the chimpanzees is carrying a baby on its back. The group then stops and the baby climbs down from the adult's back. The adult then sits down on the ground."
scene_098.mp4,"In the video, the chimpanzee is walking through a forested area, likely searching for food or exploring its surroundings. Chimpanzees are known for their agility and ability to move through dense vegetation, so it is common to see them traversing such environments. They use their strong limbs and prehensile tails to navigate through trees and undergrowth. The chimpanzee's behavior in the video is typical of its natural foraging and locomotion habits."
scene_099.mp4,"In the video, we see a chimpanzee carrying a baby on its back. The adult chimpanzee is walking through the forest, and the baby is securely held on its back. The adult seems to be transporting the baby, possibly to a different location or to protect it from potential dangers. This behavior is common among chimpanzees, as they are known to be highly social animals that take care of their young. The adult chimpanzee is likely the mother, and she is ensuring the safety and well-being of her offspring."
scene_100.mp4,"In the video, we see a group of chimpanzees in a forest. One of the chimpanzees is carrying a baby chimpanzee on its back. The adult chimpanzee is walking through the forest, and the baby chimpanzee is clinging to its back. The adult chimpanzee is likely the mother, and the baby is her offspring. The chimpanzees are using their hands to walk through the forest, and the baby chimpanzee is using its hands to hold onto the adult chimpanzee's back. This behavior is common among chimpanzees, as they use their hands to walk and carry their young. The chimpanzees are"
scene_101.mp4,"In the video, we see a chimpanzee walking on all fours in a forest. The chimpanzee then picks up a large log and begins to drag it along the ground. The chimpanzee continues to walk with the log, occasionally stopping to look around. The chimpanzee eventually drops the log and begins to walk away."
scene_102.mp4,"In the video, the chimpanzee is seen running down a rocky hillside. The chimpanzee's body is in a crouched position, with its arms extended in front of it and its legs bent at the knees. The chimpanzee's tail is also visible, and it appears to be using it for balance as it moves down the hillside. The chimpanzee's movements are quick and agile, and it appears to be moving with a sense of purpose. The rocky terrain suggests that the chimpanzee is in a natural habitat, possibly a forest or a savanna. Overall, the chimpanzee's behavior in the video suggests that it"
scene_103.mp4,"In the video, we see a group of chimpanzees walking down a trail in the forest. One of the chimpanzees stops and begins to groom another chimpanzee. The chimpanzees then continue walking down the trail."
scene_104.mp4,"In the video, two chimpanzees are seen playing with each other. One chimpanzee is sitting on a rock, while the other is lying on its back. The sitting chimpanzee is holding the other chimpanzee's feet and pulling them towards itself. The lying chimpanzee is kicking its legs and trying to get away from the other chimpanzee. The sitting chimpanzee then lets go of the other chimpanzee's feet and the lying chimpanzee sits up."
scene_105.mp4,"In the video, a chimpanzee is seen walking around a leaf-covered ground. The chimpanzee then picks up a stick and begins to dig in the dirt. After a while, the chimpanzee sits down and continues to dig with the stick. The chimpanzee then stands up and continues to dig in the dirt."
scene_106.mp4,"In the video, a group of chimpanzees are seen playing in the woods. One of the chimpanzees is lying on the ground while the others are playing around it. The chimpanzees are seen jumping and running around, and one of them even climbs up a tree. The chimpanzees seem to be having a lot of fun and are very active."
scene_107.mp4,"In the video, a chimpanzee is seen walking around a small pond in a forest. The chimpanzee is seen walking around the pond, and then it walks away from the pond. The chimpanzee is also seen walking around the pond again, and then it walks away from the pond."
scene_108.mp4,"In the video, a group of chimpanzees are seen lying on the ground, with one of them rolling around. The other chimpanzees are seen playing with each other, with one of them even touching its foot."
scene_109.mp4,"The chimpanzees are seen moving around the forest, climbing trees, and swinging from branch to branch. They are also seen sitting on the ground and looking around."
scene_110.mp4,"In the video, the chimpanzees are engaging in a variety of activities. One chimpanzee is seen climbing a tree, likely searching for food or exploring its surroundings. Another chimpanzee is sitting on a branch, possibly resting or observing its environment. The third chimpanzee is also sitting on a branch, possibly engaging in social behavior or resting. The chimpanzees are displaying typical behaviors that are observed in their natural habitat, such as foraging, resting, and socializing."
scene_111.mp4,"In the video, a chimpanzee is seen hanging from a tree branch and eating a fruit. The chimpanzee is using its hands and feet to grip the branch and hold the fruit. It appears to be enjoying its meal, as it is seen chewing on the fruit and looking around. The chimpanzee is also seen moving its body back and forth on the branch, possibly to get a better grip on the fruit or to enjoy the view. Overall, the chimpanzee seems to be content and happy in its natural habitat."
scene_112.mp4,"In the video, the chimpanzee is seen hanging from a tree branch and appears to be engaging in a playful or exploratory behavior. The chimpanzee is using its hands and feet to grip the branch and move around, possibly to reach for leaves or to explore its surroundings. This behavior is common among chimpanzees as they are known for their agility and dexterity in the trees."
scene_113.mp4,"In the video, we see a chimpanzee hanging from a tree branch and eating a fruit. The chimpanzee appears to be enjoying its meal, as it holds the fruit with its hands and brings it to its mouth to take a bite. The chimpanzee then drops the fruit to the ground and moves away from the tree. Overall, the video captures a moment of the chimpanzee's natural behavior as it feeds on fruit in its natural habitat."
scene_114.mp4,"In the video, a group of chimpanzees are seen sitting around a tree. One of the chimpanzees begins to rub its head on the ground, and another chimpanzee joins in. The chimpanzees continue to rub their heads on the ground, and one of them even rubs its head on the ground while sitting on a rock."
scene_115.mp4,"In the video, we see a chimpanzee sitting on a tree branch and using a stick to dig into the ground. The chimpanzee then picks up a piece of food and eats it. The chimpanzee repeats this process several times, using the stick to dig into the ground and then eating the food it finds. The chimpanzee seems to be using the stick as a tool to help it find food. The video shows the chimpanzee's natural behavior and intelligence as it uses the stick to forage for food."
scene_116.mp4,"In the video, two chimpanzees are seen walking through a forest. One of the chimpanzees is carrying a stick in its mouth, and the other is following closely behind. The chimpanzees appear to be exploring their surroundings and may be searching for food or water. The presence of the stick suggests that the chimpanzees may be using it as a tool to help them in their activities. Overall, the video provides a glimpse into the behavior and interactions of these fascinating animals in their natural habitat."
scene_117.mp4,"In the video, we see a chimpanzee lying on the ground and rubbing its back with its left hand. Another chimpanzee is sitting on the ground behind the first one. The first chimpanzee then rubs its left hand on its right hand."
scene_118.mp4,"In the video, a group of chimpanzees are seen walking through the jungle. They eventually stop and sit down on the ground. One of the chimpanzees begins to make a loud noise, and the other chimps start to make noises as well. They then get up and walk away."
scene_119.mp4,"In the video, the chimpanzees are engaging in a behavior known as ""tool use."" Specifically, they are using sticks to forage for food. The chimpanzees are seen bending down and picking up sticks, which they then use to dig into the ground or reach into crevices to find insects, roots, or other edible items. This behavior is a classic example of tool use in chimpanzees, which is a form of problem-solving and demonstrates their cognitive abilities and adaptability in their natural environment."
scene_120.mp4,"In the video, a chimpanzee is seen walking through the grass and bushes. The chimpanzee is moving slowly and carefully, possibly searching for food or exploring its surroundings. The grass and bushes are green and dense, providing a natural habitat for the chimpanzee. The chimpanzee appears to be focused on its surroundings, and its movements are deliberate and purposeful. Overall, the video captures a moment in the life of a chimpanzee in its natural environment."
scene_121.mp4,"In the video, we see a group of chimpanzees in a natural setting, likely a forest or a savanna. The chimpanzees appear to be engaged in various activities, including foraging, socializing, and possibly playing. One of the chimpanzees is seen sitting on the ground, while another is standing nearby. The chimpanzees are interacting with each other, and their body language suggests that they are comfortable in each other's presence. The chimpanzees are also seen moving around, exploring their surroundings, and searching for food. Overall, the video provides a glimpse into the social and behavioral dynamics of chimpanzees"
scene_122.mp4,"In the video, the chimpanzee is seen climbing a tree. The chimpanzee is using its prehensile tail to help it navigate through the branches. This behavior is typical of chimpanzees, as they are highly skilled at arboreal locomotion and use their tails for balance and support. The chimpanzee's tail is an important tool for them, allowing them to move through the trees with ease and agility."
scene_123.mp4,"In the video, we see two chimpanzees in the forest. One of the chimpanzees is sitting on the ground, while the other is standing up. The chimpanzees are surrounded by trees and bushes. The chimpanzees are likely engaging in their natural behaviors, such as foraging for food, socializing, or exploring their environment. Chimpanzees are highly intelligent and social animals, and they often engage in complex behaviors and interactions with each other. It is also possible that the chimpanzees are responding to a stimulus in their environment, such as the presence of a predator or a potential food source. Overall,"
scene_124.mp4,"In the video, the chimpanzee is seen walking through a dense forest, moving through the underbrush and trees. The chimpanzee appears to be foraging, possibly searching for food or exploring its environment. The dense foliage suggests that the chimpanzee is in a natural habitat, likely searching for fruits, insects, or other food sources available in the forest. The chimpanzee's movements are deliberate and focused, indicating a purposeful search for sustenance or other activities."
scene_125.mp4,"In the video, the chimpanzee is seen walking through a forested area, surrounded by dense vegetation. The chimpanzee appears to be moving at a steady pace, with its arms swinging naturally as it walks. The forest environment suggests that the chimpanzee is in its natural habitat, likely searching for food or exploring its surroundings. Chimpanzees are known for their agility and ability to navigate through dense forests, using their strong limbs and prehensile tails to move through trees and undergrowth. This scene captures the chimpanzee's natural behavior in its environment."
scene_126.mp4,"In the video, the chimpanzees are engaged in a variety of activities. One chimpanzee is seen sitting on the ground, possibly resting or observing its surroundings. Another chimpanzee is climbing a tree, likely searching for food or exploring its environment. The third chimpanzee is also climbing, possibly in search of food or to reach a higher vantage point. The chimpanzees' behavior suggests they are active and curious, typical of their species."
scene_127.mp4,"In the video, a chimpanzee is seen walking along a rocky riverbank. The chimpanzee is carrying a large stick in its mouth, which it uses to probe the water for food. The chimpanzee appears to be searching for fish or other aquatic creatures to eat. The surrounding environment is lush and green, with trees and vegetation visible in the background. The chimpanzee's movements are deliberate and focused, as it carefully examines the water with the stick. Overall, the video captures a moment of the chimpanzee's natural behavior in its habitat."
scene_128.mp4,"In the video, we see a group of chimpanzees in a rocky forest. One of the chimpanzees is walking on its hands and feet, while the others are sitting on the rocks. The chimpanzees are likely engaging in their natural behaviors, such as foraging for food, socializing, or exploring their environment. The rocky terrain suggests that they are in a natural habitat, and their behavior is typical of chimpanzees in the wild."
scene_129.mp4,The chimpanzees are seen walking around a dirt path and picking up dirt. They then throw the dirt on themselves and rub themselves down.
scene_130.mp4,"In the video, we see a group of chimpanzees walking through a forest. One of the chimpanzees is carrying a baby chimpanzee on its back. The group is walking on a path covered with leaves, and the chimpanzees seem to be moving in a coordinated manner. The baby chimpanzee appears to be comfortable and secure on the back of the adult chimpanzee. The chimpanzees are likely engaging in social behavior, as they are often seen walking together in groups. The adult chimpanzee carrying the baby is likely the mother, and the baby is likely her offspring. The forest setting suggests that the chimpanzees are"
scene_131.mp4,"In the video, we see a chimpanzee walking on all fours in a forest. The chimpanzee then climbs up a tree and begins to swing from branch to branch. This behavior is typical of chimpanzees, as they are highly skilled at climbing and swinging through the trees. The chimpanzee's ability to climb and swing is an important part of its natural behavior and helps it to move through its environment."
scene_132.mp4,"In the video, the chimpanzees are engaging in a behavior known as ""branching."" This involves the chimpanzees using their prehensile tails to grasp and manipulate branches in the forest. The tail acts as a fifth limb, allowing the chimpanzees to support themselves and move along branches with greater ease and stability. This behavior is common in chimpanzees and other arboreal primates, as it helps them navigate the forest environment and access food sources."
scene_133.mp4,"In the video, the chimpanzees are engaged in a variety of activities. One chimpanzee is seen climbing a tree, likely searching for food or exploring its surroundings. Another chimpanzee is sitting on the ground, possibly resting or observing its environment. The third chimpanzee is walking through the forest, which could be part of its daily movement or search for food. These behaviors are typical of chimpanzees in their natural habitat, where they are known for their agility, intelligence, and social interactions."
scene_134.mp4,"In the video, we see a group of chimpanzees gathered around a tree. One of the chimpanzees is using a stick to scratch the bark of the tree. The other chimpanzees are watching the behavior of the one using the stick. The chimpanzees are likely engaging in this behavior to remove parasites or insects from the tree bark. This is a common behavior among chimpanzees, as they use sticks and other objects to scratch and clean themselves. The chimpanzees may also be using the stick to explore the tree bark and learn about its texture and composition. Overall, the chimpanzees are engaging in a natural"
scene_135.mp4,"In the video, we see two chimpanzees in a forest. One of the chimpanzees is walking on all fours, while the other is standing upright. The chimpanzee on all fours is carrying a stick in its mouth. The chimpanzee standing upright is holding a stick in its hand. The chimpanzees are moving through the forest, with the one on all fours leading the way. The forest is filled with trees and bushes, and the ground is covered with leaves and twigs. The chimpanzees appear to be exploring their surroundings, possibly looking for food or simply enjoying their time in the forest. Overall, the video"
scene_136.mp4,"In the video, the chimpanzees are engaging in a form of tool use. One chimpanzee is seen carrying a stick, which is likely used for foraging or defense. The other chimpanzees are following the first one, possibly indicating that they are observing or learning from the behavior. This type of behavior is common in chimpanzees and is an example of social learning, where individuals learn new behaviors by observing others."
scene_137.mp4,"In the video, a chimpanzee is seen sitting in the grass and eating a piece of fruit. The chimpanzee then stands up and walks away."
scene_139.mp4,"In the video, a group of chimpanzees is seen walking through a forest. They are moving along a trail, with some of them walking ahead and others following behind. The chimpanzees appear to be foraging for food, as they are seen bending down to the ground and picking up leaves and other items. The forest is dense with trees and vegetation, and the chimpanzees seem to be moving through it with ease. Overall, the video captures the chimpanzees' natural behavior as they navigate through their habitat in search of food."
scene_140.mp4,"In the video, the chimpanzees are engaging in a social activity. They are seen walking together in a forested area, which suggests that they are likely moving to a new location or returning to their group. Chimpanzees are known to be highly social animals, and their movements often involve group dynamics. The presence of multiple individuals together indicates that they are likely part of a larger social structure, such as a family or community. The forested environment provides them with a natural habitat that is rich in resources, such as food and shelter, which are essential for their survival."
scene_141.mp4,"In the video, a group of chimpanzees is seen in a forested area. One chimpanzee is walking away from the group, while the others are following closely behind. The chimpanzees appear to be moving through the forest, possibly searching for food or exploring their surroundings. The group's behavior suggests a social dynamic, with the leader setting the pace and the others following closely, indicating a strong bond and cooperation among the group members."
scene_142.mp4,"In the video, a chimpanzee is seen walking through a rocky area in the forest. The chimpanzee is walking on all fours, with its arms and legs extended, and its body slightly bent forward. The chimpanzee appears to be moving slowly and carefully, stepping over rocks and navigating the uneven terrain. The forest is dense with trees and foliage, and the ground is covered with leaves and other vegetation. The chimpanzee seems to be exploring its surroundings, possibly searching for food or looking for a place to rest. Overall, the video captures the chimpanzee's natural behavior in its natural habitat, showcasing its agility and adaptability in navigating through"
scene_143.mp4,"In the video, two chimpanzees are seen walking down a trail in the woods. They then stop and begin to play with each other. One of the chimpanzees is seen rubbing its back on the other chimpanzee, and they continue to play and interact with each other."
scene_144.mp4,"In the video, a group of chimpanzees is seen walking through a forest. They are moving slowly and appear to be exploring their surroundings. Some of the chimpanzees are sitting on the ground, while others are walking. The forest is filled with trees and leaves, and the chimpanzees seem to be enjoying their time in the natural environment."
